序号,专项,报警编号,报警等级,现场工作人员核实-是否误报,综合研判-误报,研判备注,现场核实内容,报警状态,监测指标,设备标识码,设备名称,设施名称,报警生成时间,初次报警时间,初次报警值,报警阈值,当前报警值,报警核实时间,操作人员,报警处置时间,处置内容,操作人员.1,消警时间,消警内容,回复附件,初次报警时间.1,报警前10次推送值,推送时间10,报警前9次推送值,推送时间9,报警前8次推送值,推送时间8,报警前7次推送值,推送时间7,报警前6次推送值,推送时间6,报警前5次推送值,推送时间5,报警前4次推送值,推送时间4,报警前3次推送值,推送时间3,报警前2次推送值,推送时间2,报警前1次推送值,推送时间1,报警后1次推送值,推送时间2-1,报警后2次推送值,推送时间2-2,报警后3次推送值,推送时间2-3,报警后4次推送值,推送时间2-4,报警后5次推送值,推送时间2-5,报警后6次推送值,推送时间2-6,报警后7次推送值,推送时间2-7,报警后8次推送值,推送时间2-8,报警后9次推送值,推送时间2-9,报警后10次推送值,推送时间2-10
807,城市内涝,PS011849352653285584897,2,是,误报,现场正常,误报,消警,PS0101,2faf1c7a84f911ee8532fa163e52739e,文灵路隧道北向南电子水尺,文灵路隧道,2024-10-24 15:30:06,2024-10-24 14:59:02,12.0,10.0,12.0,相城区-贾照彬,误报,[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/企业微信截图_c4c12c8f-8b73-4338-b0c5-f2d0ca53f529_1729758275966.png,2024-10-24 14:59:02,2.0,2024-10-24 14:58:02,2.0,2024-10-24 14:58:02,0.0,2024-10-24 14:57:02,0.0,2024-10-24 14:57:02,0.0,2024-10-24 14:56:02,0.0,2024-10-24 14:56:02,0.0,2024-10-24 14:55:02,0.0,2024-10-24 14:55:02,0.0,2024-10-24 14:54:02,0.0,2024-10-24 14:54:02,12.0,2024-10-24 14:59:02,2.0,2024-10-24 15:00:02,2.0,2024-10-24 15:00:02,2.0,2024-10-24 15:01:02,2.0,2024-10-24 15:01:02,1.0,2024-10-24 15:02:02,1.0,2024-10-24 15:02:02,1.0,2024-10-24 15:03:02,1.0,2024-10-24 15:03:02,1.0,2024-10-24 15:04:02
808,城市内涝,PS011849288491196911618,1,是,误报,道路冲洗,冲洗所致,消警,PS0101,2faf199284f911ee8532fa163e52739e,何山路隧道-北隧道入口电子水尺,何山路隧道,2024-10-24 11:15:09,2024-10-24 10:00:17,100.0,15.0,100.0,高新区-潘奇,冲洗所致,[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1729751742736_1729751753864.jpg,2024-10-24 10:00:17,100.0,2024-10-24 09:30:17,100.0,2024-10-24 09:30:17,0.0,2024-10-24 09:00:17,0.0,2024-10-24 09:00:17,0.0,2024-10-24 08:30:16,0.0,2024-10-24 08:30:16,0.0,2024-10-24 08:00:16,0.0,2024-10-24 08:00:16,0.0,2024-10-24 07:30:15,0.0,2024-10-24 07:30:15,100.0,2024-10-24 10:00:17,100.0,2024-10-24 10:30:18,100.0,2024-10-24 10:30:18,100.0,2024-10-24 11:00:19,100.0,2024-10-24 11:00:19,0.0,2024-10-24 11:30:20,0.0,2024-10-24 11:30:20,0.0,2024-10-24 12:00:16,0.0,2024-10-24 12:00:16,100.0,2024-10-24 12:30:17
809,城市内涝,PS011849272169478189058,1,是,误报,道路冲洗,路面冲洗导致,消警,PS0101,2faf199284f911ee8532fa163e52739e,何山路隧道-北隧道入口电子水尺,何山路隧道,2024-10-24 10:10:17,2024-10-24 09:30:17,100.0,15.0,100.0,高新区-潘奇,路面冲洗导致,[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1729736288585_1729736324114.jpg,2024-10-24 09:30:17,0.0,2024-10-24 09:00:17,0.0,2024-10-24 09:00:17,0.0,2024-10-24 08:30:16,0.0,2024-10-24 08:30:16,0.0,2024-10-24 08:00:16,0.0,2024-10-24 08:00:16,0.0,2024-10-24 07:30:15,0.0,2024-10-24 07:30:15,0.0,2024-10-24 07:00:15,0.0,2024-10-24 07:00:15,100.0,2024-10-24 09:30:17,100.0,2024-10-24 10:00:17,100.0,2024-10-24 10:00:17,100.0,2024-10-24 10:30:18,100.0,2024-10-24 10:30:18,100.0,2024-10-24 11:00:19,100.0,2024-10-24 11:00:19,0.0,2024-10-24 11:30:20,0.0,2024-10-24 11:30:20,0.0,2024-10-24 12:00:16
810,城市内涝,PS011849138797212766211,1,是,误报,道路冲洗,洒水导致,消警,PS0101,2faf19bb84f911ee8532fa163e52739e,何山路隧道-观音山路入口电子水尺,何山路隧道,2024-10-24 01:20:19,2024-10-24 00:30:06,200.0,15.0,100.0,高新区-潘奇,洒水导致,[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1729733359724_1729733392826.jpg,2024-10-24 00:30:06,0.0,2024-10-24 00:00:06,0.0,2024-10-24 00:00:06,0.0,2024-10-23 23:30:05,0.0,2024-10-23 23:30:05,0.0,2024-10-23 23:00:05,0.0,2024-10-23 23:00:05,0.0,2024-10-23 22:30:04,0.0,2024-10-23 22:30:04,0.0,2024-10-23 22:00:03,0.0,2024-10-23 22:00:03,200.0,2024-10-24 00:30:06,200.0,2024-10-24 01:00:07,200.0,2024-10-24 01:00:07,100.0,2024-10-24 01:30:08,100.0,2024-10-24 01:30:08,100.0,2024-10-24 02:00:09,100.0,2024-10-24 02:00:09,100.0,2024-10-24 02:30:09,100.0,2024-10-24 02:30:09,100.0,2024-10-24 03:00:10
811,城市内涝,PS011846810925106085889,2,是,误报,现场正常,设备正常，误报警。,消警,PS0101,2faf1b1184f911ee8532fa163e52739e,中唐路下穿绕城南向北电子水尺,中唐路下穿绕城,2024-10-17 15:10:11,2024-10-17 14:10:00,14.0,10.0,14.0,高新区-薛超,设备正常，误报警。,[NULL],[NULL],[NULL],[NULL],[NULL],"http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1729150299437_1729150365758.jpg,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1729150297491_1729150370122.jpg",2024-10-17 14:10:00,0.0,2024-10-17 14:05:00,0.0,2024-10-17 14:05:00,0.0,2024-10-17 14:00:00,0.0,2024-10-17 14:00:00,0.0,2024-10-17 13:55:00,0.0,2024-10-17 13:55:00,0.0,2024-10-17 13:50:00,0.0,2024-10-17 13:50:00,0.0,2024-10-17 13:45:00,0.0,2024-10-17 13:45:00,14.0,2024-10-17 14:10:00,0.0,2024-10-17 14:15:00,0.0,2024-10-17 14:15:00,0.0,2024-10-17 14:20:00,0.0,2024-10-17 14:20:00,0.0,2024-10-17 14:25:00,0.0,2024-10-17 14:25:00,0.0,2024-10-17 14:30:00,0.0,2024-10-17 14:30:00,0.0,2024-10-17 14:35:00
812,城市内涝,PS011838779234479493121,1,是,误报,现场正常,设备正常，误报警,消警,PS0101,2faf199284f911ee8532fa163e52739e,何山路隧道-北隧道入口电子水尺,何山路隧道,2024-09-25 11:15:07,2024-09-25 09:59:31,100.0,15.0,100.0,高新区-薛超,设备正常，误报警,[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1727243863036_1727243992629.jpg,2024-09-25 09:59:31,0.0,2024-09-25 09:29:30,0.0,2024-09-25 08:59:30,0.0,2024-09-25 08:29:29,0.0,2024-09-25 07:59:29,0.0,2024-09-25 07:29:28,0.0,2024-09-25 06:59:27,0.0,2024-09-25 06:29:27,0.0,2024-09-25 05:59:26,0.0,2024-09-25 05:29:26,0.0,2024-09-25 04:59:25,100.0,2024-09-25 10:29:32,100.0,2024-09-25 10:59:32,100.0,2024-09-25 11:29:33,0.0,2024-09-25 11:59:33,0.0,2024-09-25 12:29:34,0.0,2024-09-25 12:59:35,0.0,2024-09-25 13:29:35,0.0,2024-09-25 13:59:36,0.0,2024-09-25 14:29:36,0.0,2024-09-25 14:59:38
813,城市内涝,PS011838638316724080641,2,是,无法判断,无照片,现场未积水,消警,PS0101,2faf200284f911ee8532fa163e52739e,现代大道下穿星港街电子水尺,现代大道下穿星港街立交,2024-09-25 01:55:09,2024-09-25 01:29:43,20.0,10.0,11.0,工业园区-吴罗芳,现场未积水,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],2024-09-25 01:29:43,0.0,2024-09-25 01:24:43,0.0,2024-09-25 01:19:43,2.0,2024-09-25 01:14:43,0.0,2024-09-25 01:09:43,2.0,2024-09-25 01:04:43,0.0,2024-09-25 00:59:43,0.0,2024-09-25 00:54:43,0.0,2024-09-25 00:49:43,0.0,2024-09-25 00:44:43,0.0,2024-09-25 00:39:43,0.0,2024-09-25 01:34:43,0.0,2024-09-25 01:39:43,0.0,2024-09-25 01:44:43,0.0,2024-09-25 01:49:43,0.0,2024-09-25 01:54:43,0.0,2024-09-25 01:59:43,0.0,2024-09-25 02:34:43,0.0,2024-09-25 02:39:43,15.0,2024-09-25 02:44:43,21.0,2024-09-25 02:49:43
814,城市内涝,PS011838457109394673666,1,是,无法判断,没有现场照片，只有屏幕截图,误报,消警,PS0101,2faf1cd084f911ee8532fa163e52739e,御窑路隧道南向北电子水尺,御窑路隧道,2024-09-24 13:55:06,2024-09-24 13:24:53,24.0,15.0,24.0,相城区-贾照彬,误报,[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/屏幕截图 2024-09-29 161259_1727597620109.png,2024-09-24 13:24:53,2.0,2024-09-24 13:24:03,2.0,2024-09-24 13:23:03,6.0,2024-09-24 13:22:03,2.0,2024-09-24 13:21:03,3.0,2024-09-24 13:20:03,1.0,2024-09-24 13:19:03,2.0,2024-09-24 13:18:03,2.0,2024-09-24 13:17:03,2.0,2024-09-24 13:16:03,0.0,2024-09-24 13:15:03,24.0,2024-09-24 13:25:03,2.0,2024-09-24 13:25:30,2.0,2024-09-24 13:26:03,2.0,2024-09-24 13:27:03,2.0,2024-09-24 13:28:03,2.0,2024-09-24 13:29:04,2.0,2024-09-24 13:30:04,2.0,2024-09-24 13:31:04,24.0,2024-09-24 13:31:33,24.0,2024-09-24 13:32:04
815,城市内涝,PS011835926692066222082,1,是,误报,道路冲洗,清洗水尺导致误报警,消警,PS0101,2faf199284f911ee8532fa163e52739e,何山路隧道-北隧道入口电子水尺,何山路隧道,2024-09-17 14:20:07,2024-09-17 12:59:26,100.0,15.0,100.0,高新区-薛超,清洗水尺导致误报警,[NULL],[NULL],[NULL],[NULL],[NULL],"http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1726643487360_1726643546791.jpg,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1726643489727_1726643550100.jpg",2024-09-17 12:59:26,0.0,2024-09-17 12:29:25,0.0,2024-09-17 11:59:25,0.0,2024-09-17 11:29:24,0.0,2024-09-17 10:59:24,0.0,2024-09-17 10:29:23,0.0,2024-09-17 09:59:23,0.0,2024-09-17 09:29:22,0.0,2024-09-17 08:59:22,0.0,2024-09-17 08:29:21,0.0,2024-09-17 07:59:20,100.0,2024-09-17 13:29:27,100.0,2024-09-17 13:59:27,100.0,2024-09-17 14:29:28,0.0,2024-09-17 14:59:29,100.0,2024-09-17 15:29:29,100.0,2024-09-17 15:59:30,0.0,2024-09-17 16:29:30,0.0,2024-09-17 16:59:31,0.0,2024-09-17 17:29:31,0.0,2024-09-17 17:59:32
816,城市内涝,PS011835712844902047746,2,否,非误报,设备断电故障,由于台风引起周边树木倒伏压断供电线路导致下穿立交提升泵无法使用吴中区积极封闭该下穿立交紧急抢修线路台风影响较小后第一时间进行抢排16日傍晚供电恢复至17日凌晨道路恢复,消警,PS0101,2faf1fd784f911ee8532fa163e52739e,S58与龙翔路交叉口电子水尺,龙翔路下穿立交,2024-09-16 23:35:00,2024-09-16 23:35:00,171.0,10.0,14.0,吴中区-薛菁菁,由于台风引起周边树木倒伏压断供电线路导致下穿立交提升泵无法使用吴中区积极封闭该下穿立交紧急抢修线路台风影响较小后第一时间进行抢排16日傍晚供电恢复至17日凌晨道路恢复,2024-09-16 23:50:14,由于台风引起周边树木倒伏压断供电线路导致下穿立交提升泵无法使用吴中区积极封闭该下穿立交紧急抢修线路台风影响较小后第一时间进行抢排16日傍晚供电恢复至17日凌晨道路恢复,吴中区-薛菁菁,2024-09-18 09:13:55,已消警,[NULL],2024-09-16 23:35:00,0.0,2024-09-16 13:25:00,0.0,2024-09-16 13:15:00,0.0,2024-09-16 13:10:00,0.0,2024-09-16 12:45:00,0.0,2024-09-16 12:40:00,0.0,2024-09-16 12:25:00,0.0,2024-09-16 12:15:00,0.0,2024-09-16 12:10:00,0.0,2024-09-16 11:55:00,/,/,164.0,2024-09-17 00:05:00,163.0,2024-09-17 00:15:00,163.0,2024-09-17 00:35:00,158.0,2024-09-17 01:05:00,153.0,2024-09-17 01:20:00,150.0,2024-09-17 01:25:00,151.0,2024-09-17 01:35:00,151.0,2024-09-17 01:50:00,148.0,2024-09-17 01:55:00,144.0,2024-09-17 02:05:00
817,城市内涝,PS011835649898545127426,1,否,非误报,有积水已处置,已处置,消警,PS0101,2faf1ecd84f911ee8532fa163e52739e,官渎电子水尺,城市内涝专项工业园区（联合试运行）,2024-09-16 19:40:05,2024-09-16 19:40:05,52.0,15.0,37.0,工业园区-吴罗芳,已处置,2024-09-16 20:02:32,短时雨量大,工业园区-吴罗芳,2024-09-29 15:03:55,已处置,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1726538484634_1726538506271.jpg,2024-09-16 19:40:05,0.0,2024-09-16 19:00:00,0.0,2024-09-16 18:00:00,0.0,2024-09-16 17:00:00,0.0,2024-09-16 16:00:00,0.0,2024-09-16 15:00:00,0.0,2024-09-16 14:00:00,0.0,2024-09-16 13:00:00,0.0,2024-09-16 12:00:00,0.0,2024-09-16 11:00:00,0.0,2024-09-16 10:00:00,37.0,2024-09-16 19:49:54,0.0,2024-09-16 20:00:00,0.0,2024-09-16 20:09:52,0.0,2024-09-16 21:00:00,0.0,2024-09-16 22:00:00,0.0,2024-09-16 23:00:00,0.0,2024-09-17 00:00:00,0.0,2024-09-17 01:00:00,0.0,2024-09-17 02:00:00,0.0,2024-09-17 03:00:00
818,城市内涝,PS011835652399751110658,1,否,非误报,设备故障,现场已恢复正常,消警,PS0101,2faf1b0684f911ee8532fa163e52739e,中唐路下穿绕城北向南电子水尺,中唐路下穿绕城,2024-09-16 19:40:00,2024-09-16 19:40:00,13.0,15.0,35.0,高新区-薛超,现场已恢复正常,2024-09-16 20:55:19,现场已恢复正常,高新区-薛超,2024-09-29 15:56:27,已完成,"http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1726626209579_1726631664687.jpg,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/mmexport1726626207324_1726631667665.jpg",2024-09-16 19:40:00,9.0,2024-09-16 19:35:00,4.0,2024-09-16 19:20:00,4.0,2024-09-16 19:10:00,3.0,2024-09-16 18:55:00,2.0,2024-09-16 18:45:00,2.0,2024-09-16 18:30:00,2.0,2024-09-16 18:25:00,1.0,2024-09-16 17:55:00,1.0,2024-09-16 17:50:00,1.0,2024-09-16 17:45:00,16.0,2024-09-16 19:45:00,17.0,2024-09-16 19:50:00,17.0,2024-09-16 19:55:00,19.0,2024-09-16 20:00:00,23.0,2024-09-16 20:15:00,25.0,2024-09-16 20:20:00,36.0,2024-09-16 20:40:00,40.0,2024-09-16 20:55:00,40.0,2024-09-16 21:05:00,40.0,2024-09-16 21:10:00
819,城市内涝,PS011835625994862714882,1,否,非误报,有积水已处置,已消除,消警,PS0101,2faf1f5684f911ee8532fa163e52739e,广济北延电子水尺,广济北延下穿立交,2024-09-16 18:07:58,2024-09-16 18:07:58,21.0,15.0,23.0,姑苏区-刘洋,已消除,2024-09-16 19:33:17,已消除,姑苏区-刘洋,2024-09-16 23:32:54,已消除,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/68493DC2-D697-4AA0-A6D8-837103C1FF2C_1726500712087.jpeg,2024-09-16 18:07:58,0.0,2024-09-16 18:00:00,0.0,2024-09-16 17:52:55,0.0,2024-09-16 17:37:22,0.0,2024-09-16 17:22:22,0.0,2024-09-16 17:07:13,0.0,2024-09-16 17:00:00,0.0,2024-09-16 16:48:07,0.0,2024-09-16 16:38:06,0.0,2024-09-16 16:23:12,0.0,2024-09-16 16:08:05,23.0,2024-09-16 18:22:11,0.0,2024-09-16 18:37:33,0.0,2024-09-16 18:52:39,0.0,2024-09-16 19:00:00,0.0,2024-09-16 19:07:49,0.0,2024-09-16 19:22:49,0.0,2024-09-16 19:37:51,0.0,2024-09-16 19:52:51,0.0,2024-09-16 20:00:00,0.0,2024-09-16 20:02:53
820,城市内涝,PS011835625940324179970,2,否,非误报,有积水已处置,已消除,消警,PS0101,2faf1f8b84f911ee8532fa163e52739e,苏虞电子水尺,苏虞下穿立交,2024-09-16 17:25:00,2024-09-16 17:25:00,13.0,10.0,11.0,姑苏区-刘洋,已消除,2024-09-16 18:35:13,已消除,姑苏区-刘洋,2024-09-16 23:33:57,已消除,[NULL],2024-09-16 17:25:00,0.0,2024-09-16 17:20:03,0.0,2024-09-16 17:20:00,0.0,2024-09-16 17:15:00,0.0,2024-09-16 17:10:00,0.0,2024-09-16 17:05:03,0.0,2024-09-16 17:05:00,0.0,2024-09-16 17:00:00,0.0,2024-09-16 16:55:00,0.0,2024-09-16 16:50:02,0.0,2024-09-16 16:50:00,13.0,2024-09-16 17:30:00,12.0,2024-09-16 17:35:00,0.0,2024-09-16 17:35:04,16.0,2024-09-16 17:40:00,16.0,2024-09-16 17:45:00,18.0,2024-09-16 17:50:00,0.0,2024-09-16 17:50:06,15.0,2024-09-16 17:55:00,15.0,2024-09-16 18:00:00,15.0,2024-09-16 18:05:00
821,城市内涝,PS011835614636335144962,2,否,非误报,有降雨,短时强降雨,消警,PS0101,2faf1e7384f911ee8532fa163e52739e,江兴东路常台下穿电子水尺,江兴东路下穿立交,2024-09-16 17:15:00,2024-09-16 17:15:00,14.0,10.0,13.0,吴江区-邱渭泉,短时强降雨,2024-09-16 18:50:03,短时强降雨,吴江区-邱渭泉,2024-09-16 20:50:07,短时强降雨,[NULL],2024-09-16 17:15:00,9.0,2024-09-16 16:55:00,9.0,2024-09-16 16:35:00,0.0,2024-09-16 15:50:00,0.0,2024-09-16 15:25:00,12.0,2024-09-16 14:55:00,13.0,2024-09-16 14:35:00,12.0,2024-09-16 14:30:00,17.0,2024-09-16 14:20:00,0.0,2024-09-16 13:55:00,12.0,2024-09-16 13:40:00,13.0,2024-09-16 17:20:00,13.0,2024-09-16 17:30:00,0.0,2024-09-16 17:50:00,0.0,2024-09-16 18:05:00,0.0,2024-09-16 18:20:00,0.0,2024-09-16 18:35:00,0.0,2024-09-16 18:45:00,0.0,2024-09-16 19:00:00,0.0,2024-09-16 19:15:00,0.0,2024-09-16 19:25:00
822,城市内涝,PS011835614631067099138,2,否,非误报,有积水已处置，但无现场照片,现场积水已清理,消警,PS0101,2faf1d1d84f911ee8532fa163e52739e,御窑路下穿北向南电子水尺,御窑路下穿立交,2024-09-16 17:13:13,2024-09-16 17:13:13,11.0,10.0,11.0,相城区-贾照彬,现场积水已清理,2024-09-16 18:25:13,现场已无积水,苏州市-田晨,2024-09-20 12:28:49,完成,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/企业微信截图_c6ee778f-0a5d-4911-9760-fa9e7aeac7c1_1726626147268.png,2024-09-16 17:13:13,10.0,2024-09-16 17:12:13,10.0,2024-09-16 17:11:13,10.0,2024-09-16 17:10:31,9.0,2024-09-16 17:10:13,9.0,2024-09-16 17:09:13,9.0,2024-09-16 17:08:13,9.0,2024-09-16 17:07:13,9.0,2024-09-16 17:06:13,9.0,2024-09-16 17:05:13,8.0,2024-09-16 17:04:13,9.0,2024-09-16 17:14:13,9.0,2024-09-16 17:15:13,9.0,2024-09-16 17:16:13,9.0,2024-09-16 17:17:13,9.0,2024-09-16 17:18:13,9.0,2024-09-16 17:19:13,9.0,2024-09-16 17:20:13,9.0,2024-09-16 17:21:13,9.0,2024-09-16 17:22:13,9.0,2024-09-16 17:23:13
823,城市内涝,PS011835605854066565122,1,否,非误报,有积水已处置,已处置,消警,PS0101,2faf28c484f911ee8532fa163e52739e,陆泾路下穿沪宁铁路电子水尺,跨阳路下穿沪宁铁路立交,2024-09-16 16:49:43,2024-09-16 16:49:43,58.0,15.0,56.0,工业园区-吴罗芳,已处置,2024-09-16 18:00:42,短时雨量大,工业园区-吴罗芳,2024-09-29 15:05:24,已处置,http://121.236.214.143:18081/prod-minio/urbanlifeline-file/aw_20240916215940_1726495190010.jpg,2024-09-16 16:49:43,0.0,2024-09-16 16:44:43,0.0,2024-09-16 16:39:43,0.0,2024-09-16 16:34:43,0.0,2024-09-16 16:29:43,0.0,2024-09-16 16:24:43,0.0,2024-09-16 16:19:43,0.0,2024-09-16 16:14:43,0.0,2024-09-16 16:09:43,0.0,2024-09-16 16:04:43,0.0,2024-09-16 15:59:43,63.0,2024-09-16 16:54:43,67.0,2024-09-16 16:59:43,71.0,2024-09-16 17:04:43,75.0,2024-09-16 17:09:43,78.0,2024-09-16 17:14:43,82.0,2024-09-16 17:19:43,85.0,2024-09-16 17:24:42,87.0,2024-09-16 17:29:42,89.0,2024-09-16 17:34:42,91.0,2024-09-16 17:39:42
824,城市内涝,PS011835581936274382849,2,是,无法判断,没有现场照片，只有屏幕截图,已处置,消警,PS0101,2faf292e84f911ee8532fa163e52739e,金砖路下穿积水点电子水尺,袁富庄路下穿金砖路,2024-09-16 15:30:11,2024-09-16 15:10:00,14.0,10.0,14.0,相城区-贾照彬,已处置,[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/aw_20240916215804_1726495094304.jpg,2024-09-16 15:10:00,2.0,2024-09-16 15:05:00,1.0,2024-09-16 15:00:00,0.0,2024-09-16 14:55:00,1.0,2024-09-16 14:50:00,0.0,2024-09-16 14:45:00,0.0,2024-09-16 14:40:00,0.0,2024-09-16 14:35:00,0.0,2024-09-16 14:30:00,0.0,2024-09-16 14:25:00,0.0,2024-09-16 14:20:00,1.0,2024-09-16 15:15:00,0.0,2024-09-16 15:20:00,0.0,2024-09-16 15:25:00,0.0,2024-09-16 15:30:00,1.0,2024-09-16 15:35:00,1.0,2024-09-16 15:40:00,1.0,2024-09-16 15:45:00,1.0,2024-09-16 15:50:00,1.0,2024-09-16 16:00:00,1.0,2024-09-16 16:05:00
825,城市内涝,PS011835581915999117313,2,是,无法判断,没有现场照片，只有屏幕截图,积水已清理,消警,PS0101,2faf293984f911ee8532fa163e52739e,织锦路下穿积水点电子水尺,袁富庄路下穿织锦路(御窑路),2024-09-16 15:30:06,2024-09-16 15:05:00,12.0,10.0,12.0,相城区-贾照彬,积水已清理,[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/961726472110_.pic_1726472366437.jpg,2024-09-16 15:05:00,10.0,2024-09-16 15:00:00,7.0,2024-09-16 14:55:00,2.0,2024-09-16 14:50:00,2.0,2024-09-16 14:45:00,2.0,2024-09-16 14:40:00,2.0,2024-09-16 14:35:00,1.0,2024-09-16 14:30:00,0.0,2024-09-16 14:25:00,0.0,2024-09-16 14:20:00,1.0,2024-09-16 14:15:00,13.0,2024-09-16 15:10:00,15.0,2024-09-16 15:15:00,15.0,2024-09-16 15:20:00,17.0,2024-09-16 15:25:00,12.0,2024-09-16 15:30:00,5.0,2024-09-16 15:35:00,1.0,2024-09-16 15:40:00,1.0,2024-09-16 15:45:00,1.0,2024-09-16 15:50:00,1.0,2024-09-16 15:55:00
826,城市内涝,PS011835581898240434177,1,是,非误报,有降雨,短时强降雨,消警,PS0101,2faf1e8984f911ee8532fa163e52739e,汾湖新友路下穿电子水尺,江苏路下穿立交,2024-09-16 15:30:02,2024-09-16 14:55:00,24.0,15.0,22.0,吴江区-邱渭泉,短时强降雨,[NULL],[NULL],[NULL],[NULL],[NULL],http://121.236.214.143:18081/prod-minio/urbanlifeline-file/企业微信截图_c7ba1649-96fa-46d3-9349-c31e9eb6fc39_1726486214333.png,2024-09-16 14:55:00,8.0,2024-09-16 14:35:00,0.0,2024-09-16 14:30:00,0.0,2024-09-16 14:20:00,0.0,2024-09-16 13:55:00,0.0,2024-09-16 13:25:00,0.0,2024-09-16 13:10:00,0.0,2024-09-16 12:55:00,0.0,2024-09-16 12:50:00,0.0,2024-09-16 12:45:00,0.0,2024-09-16 12:30:00,28.0,2024-09-16 15:05:00,29.0,2024-09-16 15:10:00,30.0,2024-09-16 15:25:00,28.0,2024-09-16 15:40:00,26.0,2024-09-16 15:50:00,22.0,2024-09-16 16:05:00,7.0,2024-09-16 16:35:00,0.0,2024-09-16 16:55:00,0.0,2024-09-16 17:30:00,0.0,2024-09-16 17:50:00
827,城市内涝,PS011835586968575156226,1,否,非误报,有降雨,已处置,消警,PS0101,2faf20d684f911ee8532fa163e52739e,临江路下穿京沪高速电子水尺,临江路下穿京沪高速立交,2024-09-16 15:25:05,2024-09-16 15:25:05,32.0,15.0,34.0,工业园区-吴罗芳,已处置,2024-09-16 17:05:22,短时雨量大,工业园区-吴罗芳,2024-09-29 15:03:04,已处置,[NULL],2024-09-16 15:25:05,9.0,2024-09-16 15:05:04,5.0,2024-09-16 15:00:04,1.0,2024-09-16 14:55:05,0.0,2024-09-16 14:50:04,0.0,2024-09-16 14:45:05,0.0,2024-09-16 14:40:05,0.0,2024-09-16 14:35:05,0.0,2024-09-16 14:30:05,0.0,2024-09-16 14:25:05,0.0,2024-09-16 14:20:05,30.0,2024-09-16 15:30:05,32.0,2024-09-16 15:35:05,35.0,2024-09-16 15:40:05,34.0,2024-09-16 15:45:05,0.0,2024-09-16 16:00:05,0.0,2024-09-16 16:05:05,0.0,2024-09-16 16:10:05,0.0,2024-09-16 16:15:05,0.0,2024-09-16 16:20:05,0.0,2024-09-16 16:25:05
828,城市内涝,PS011835570579575660546,2,否,非误报,有降雨,短时强降雨,消警,PS0101,2faf1e7384f911ee8532fa163e52739e,江兴东路常台下穿电子水尺,江兴东路下穿立交,2024-09-16 14:45:04,2024-09-16 14:20:00,17.0,10.0,13.0,吴江区-邱渭泉,短时强降雨,2024-09-16 15:23:14,短时强降雨,吴江区-邱渭泉,2024-09-16 15:23:29,已消除,[NULL],2024-09-16 14:20:00,0.0,2024-09-16 13:55:00,12.0,2024-09-16 13:40:00,13.0,2024-09-16 13:35:00,0.0,2024-09-16 13:10:00,0.0,2024-09-16 12:55:00,0.0,2024-09-16 12:50:00,0.0,2024-09-16 12:45:00,0.0,2024-09-16 12:30:00,0.0,2024-09-16 12:15:00,0.0,2024-09-16 12:10:00,12.0,2024-09-16 14:30:00,13.0,2024-09-16 14:35:00,12.0,2024-09-16 14:55:00,0.0,2024-09-16 15:25:00,0.0,2024-09-16 15:50:00,9.0,2024-09-16 16:35:00,9.0,2024-09-16 16:55:00,14.0,2024-09-16 17:15:00,13.0,2024-09-16 17:20:00,13.0,2024-09-16 17:30:00
